-3.65495155e+00 -1.05863694e-02
 5.09269452e+00 -9.11129802e-02
 5.97425047e+00 -2.97385597e-01
 2.97563265e+00 -3.02796189e-01
-2.45732935e+00  8.09086382e-01
-6.56254946e+00  3.25958871e+00
 9.30817151e+00  4.75725465e+00
 1.77755194e+00  2.36619794e+00
-9.99606683e+00 -2.23523999e+00
 7.27471265e+00 -3.06808617e+00
-8.15321032e+00  1.16920639e+00
 6.34043141e+00  3.43297957e+00
-6.42507658e+00 -7.05140755e-01
-8.93078539e+00 -4.81306311e+00
 7.06994986e+00 -2.50287596e+00
-1.07472426e+00  9.50736753e-01
-7.62079530e+00 -1.51485727e+00
 6.61034525e+00 -5.22399456e+00
-1.57458683e+00 -2.53737415e+00
-7.94561023e+00  2.44048347e+00
-8.88533170e+00  1.35767996e+00
-4.09195070e-02 -3.39055472e+00
-8.94230923e+00 -4.75582603e+00
 5.00766304e+00 -4.29632866e+00
 2.52053446e+00 -6.06107006e+00
 6.59009484e+00 -6.17984987e+00
-1.79830220e+00 -7.95165444e-01
 8.26079027e+00  4.93043757e+00
 6.84786372e+00  5.39065829e+00
 8.52568317e+00  3.27823527e+00
 6.45096815e+00  3.51699971e+00
-9.80942740e+00  6.04680377e+00
 6.82101382e-01  7.78776789e+00
 2.94484040e+00  6.26900583e+00
 7.18226258e-01  1.14451334e+00
-5.62183263e+00 -3.99155373e+00
 9.93215406e+00 -3.81739902e+00
 9.98120918e+00  1.18670223e+00
 5.74472542e-01  4.21203758e+00
 5.93496635e-01  2.92147761e+00
-1.99226168e-02  3.10616254e+00
 6.04515655e+00  6.54439652e+00
 4.00370197e+00  6.12312898e+00
 3.29653583e+00  6.25305902e-02
-5.45604254e+00 -2.13756355e+00
 3.62482212e-01  3.57814167e+00
 4.15055294e+00  7.16504238e+00
 1.85453102e+00  1.65324099e+00
 9.21093797e+00 -4.53228517e+00
-2.55006849e+00 -1.82529650e+00
-4.13797615e+00  5.38523112e+00
-9.71960154e+00  7.03490135e+00
 7.09261968e+00  2.02415918e+00
-4.87408130e+00 -3.44508892e+00
 1.79398385e+00 -5.50867427e+00
-8.95720596e+00 -4.14643761e+00
-5.98533157e+00 -7.75108104e-01
-6.50192593e+00  9.66053366e-01
-7.14245734e+00 -2.34933066e+00
-5.61986324e+00 -7.97377089e+00
-2.04934080e+00 -9.52041273e+00
 8.79356260e+00 -6.36386656e+00
-3.92652944e+00 -3.58866231e+00
-7.83400695e+00 -2.68167327e+00
-4.96820243e+00 -4.98131746e-01
-8.68239877e+00  2.02675268e+00
-2.16593016e+00 -5.68821619e-01
-4.96372215e+00 -7.62708977e+00
 4.40987805e+00 -1.06128247e+01
 4.92902290e+00 -5.87969801e+00
-6.49509201e+00 -1.03758057e-01
-6.77082489e+00  1.14304718e+00
-8.75687010e+00  4.55669316e-01
-1.94790271e+00  2.91939910e-03
 2.73699313e+00 -3.22203666e+00
 6.10604381e+00 -8.41395162e+00
 3.95394322e+00 -8.10130758e+00
-4.34161371e-01 -1.29154726e-01
 2.13101665e+00  7.08487665e+00
 8.91996742e+00  6.59014262e+00
-5.70232242e+00  2.03039592e+00
 5.89243872e+00  4.00637639e-01
 1.44713209e+00  2.36257596e+00
-4.64011849e+00  3.68087892e+00
-2.37003809e+00  2.18894497e+00
 9.04490926e+00 -1.39841556e-01
-1.37116003e+00 -9.75204098e-01
-7.57995742e+00 -5.19067540e-01
 5.43730005e+00  3.07234367e-01
-2.61052455e+00  1.25343676e+00
 3.89190168e-01  9.99801673e-01
-8.24660537e+00 -1.34022941e+00
-1.55782563e+00 -2.89424609e+00
-1.98243051e+00 -1.44666982e+00
-9.17853548e+00 -7.59462618e-01
-3.72888817e+00 -3.93287499e+00
-6.18645907e+00 -6.64514991e+00
-5.31630557e+00 -5.13938671e+00
-7.32857991e+00 -3.58944071e+00
 5.51343284e+00 -5.67623869e+00
 8.63432234e+00 -7.31283681e+00
-5.67047163e+00 -4.41112843e+00
 3.09549890e+00  5.05075341e-01
 6.72933734e+00  3.65057721e+00
-8.18526724e+00  4.24219787e+00
 2.35302883e+00  2.46541582e+00
 1.01633788e+00 -2.58566078e-01
 8.83601325e+00 -1.02533009e+00
 1.96505097e+00  3.38179558e-01
 8.57564063e+00  1.50212076e+00
 1.21511987e-01  2.89558183e+00
-2.14061637e+00  5.79535896e+00
 3.00941791e+00  7.10182943e+00
 1.23579061e+00  3.80526587e+00
 9.65570297e+00 -6.34972485e-01
-8.03055481e+00 -1.03631973e+00
-6.89632066e-02  2.04682225e+00
-1.66338207e+00  4.05389550e+00
 9.63553898e+00  2.35749833e+00
-3.88570914e-01 -1.43281353e+00
-1.78657634e+00 -2.85872605e+00
-1.03620800e+00  6.72467890e-01
 2.49287760e+00  5.11622890e+00
-2.70440703e+00  3.87676407e+00
 3.08881329e+00 -1.89263404e+00
 6.33629781e+00 -3.90738966e+00
 7.10811514e+00  3.71912475e-01
-2.91743657e+00  4.31972360e+00
 6.03539740e+00  4.05503869e+00
 9.99757188e+00  3.47632821e+00
 3.42524518e+00  4.74062311e+00
 5.54550918e-01  4.83308114e+00
 8.47812259e+00  3.77247992e+00
-8.95439526e+00  4.87780952e+00
 4.20471341e+00  6.25183324e+00
-4.36328624e+00  3.29369013e+00
-9.16826711e+00 -1.68979100e+00
 6.76225449e+00 -3.07264069e+00
-7.86716970e+00 -1.86390350e+00
 4.41709734e+00 -2.47345936e+00
-8.93615222e+00 -3.83193124e+00
-4.13302944e+00 -2.39898426e+00
 2.67711632e+00 -1.07746028e-01
-4.77459214e+00 -1.39218280e+00
 7.25962791e-01 -4.79620232e+00
-9.82444412e+00 -4.80564169e+00
-3.48905673e+00 -1.21554061e+00
-5.96864228e+00  4.42149060e-02
-3.64769301e-01 -3.68921399e+00
 4.61215757e+00 -7.51573708e+00
-9.39147542e+00 -6.34567522e+00
 7.23612414e+00 -1.80946543e+00
-8.85581922e+00  1.03803760e+00
 5.94797958e+00  3.98237694e-01
 4.03771079e+00 -1.47738805e+00
 2.46705337e+00 -1.82909302e+00
 5.63062324e+00  1.51377009e-01
-3.01032846e+00  3.14147023e+00
 6.88731394e+00  4.90146386e+00
 3.10303713e+00  4.20713206e+00
 5.54390209e+00  2.19255701e+00
-5.46057610e-01  1.46707897e+00
 1.69384863e+00  3.11853015e+00
 2.68064114e+00  4.91176318e+00
-8.42876215e+00  3.92738700e+00
-7.78116640e-01  7.47510735e-01
-1.41436994e+00 -1.43370045e+00
-7.98413143e+00 -1.84527484e+00
 9.56564235e-01 -2.64797297e+00
 3.54059280e+00 -4.11953841e+00
-8.66918230e-01 -3.93399378e+00
-7.68956624e+00 -1.69326214e+00
-8.56593053e+00  2.92575537e-01
 5.09473409e+00  2.85027161e-01
-7.31208977e+00 -2.06860657e+00
-7.04541706e+00 -5.58864743e+00
 4.66066898e+00 -6.67844728e+00
