21938 21938
-8104 -8104
24203 24203
-2627 -2627
-21703 -21703
15063 15063
-15790 -15790
31898 31898
-10769 -10769
-10130 -10130
-13619 -13619
29182 29182
-28774 -28774
-13779 -13779
30215 30215
-14135 -14135
-17235 -17235
1650 1650
2595 2595
23568 23568
12182 12182
-19825 -19825
-537 -537
30738 30738
-3176 -3176
17242 17242
-5172 -5172
22055 22055
14826 14826
-12766 -12766
-27186 -27186
-15447 -15447
-8056 -8056
13296 13296
13649 13649
-3748 -3748
-24664 -24664
-642 -642
-26832 -26832
13757 13757
-6190 -6190
21675 21675
-20823 -20823
2960 2960
-26874 -26874
-29426 -29426
-18989 -18989
-8095 -8095
-9081 -9081
14852 14852
12075 12075
6693 6693
31994 31994
20621 20621
-21888 -21888
657 657
-4859 -4859
-657 -657
30731 30731
-26790 -26790
355 355
-28441 -28441
-1356 -1356
32437 32437
29236 29236
-4552 -4552
13952 13952
14535 14535
13054 13054
-14162 -14162
3843 3843
8958 8958
-20926 -20926
11097 11097
24491 24491
-25656 -25656
5255 5255
15799 15799
-19085 -19085
714 714
20248 20248
29946 29946
-12161 -12161
32613 32613
-25847 -25847
19928 19928
-30108 -30108
2517 2517
29271 29271
-27108 -27108
5359 5359
-8557 -8557
576 576
26732 26732
18936 18936
29265 29265
15899 15899
4053 4053
17843 17843
-4866 -4866
411 411
-30737 -30737
31032 31032
23720 23720
17523 17523
22172 22172
16404 16404
26326 26326
19425 19425
-28619 -28619
-32425 -32425
1815 1815
29753 29753
14126 14126
-13216 -13216
-427 -427
22330 22330
26005 26005
-20257 -20257
24121 24121
-22088 -22088
-10568 -10568
13799 13799
-12449 -12449
-12029 -12029
31092 31092
-25508 -25508
11498 11498
-11194 -11194
-30054 -30054
8399 8399
-17328 -17328
-30684 -30684
-6316 -6316
25233 25233
-5608 -5608
-8426 -8426
19275 19275
-13502 -13502
1067 1067
-6242 -6242
30574 30574
-5199 -5199
24612 24612
-23160 -23160
23915 23915
-27045 -27045
24056 24056
12819 12819
-8622 -8622
-32079 -32079
11849 11849
-15679 -15679
-15216 -15216
