21938 10969
-8104 6917
24203 8050
-2627 10788
-21703 -12165
15063 -3320
-15790 -364
31898 8054
-10769 10565
-10130 -10450
-13619 -11875
29182 7782
-28774 204
-13779 -21277
30215 8218
-14135 8040
-17235 -15685
1650 -7793
2595 2123
23568 13082
12182 17875
-19825 -3822
-537 -10181
30738 15101
-3176 13781
17242 7033
-5172 6035
22055 8442
14826 18441
-12766 1030
-27186 -19976
-15447 -21317
-8056 -11752
13296 2620
13649 13473
-3748 4951
-24664 -14206
-642 -12653
-26832 -13737
13757 -6538
-6190 3784
21675 7743
-20823 426
2960 -8932
-26874 -11957
-29426 -28150
-18989 -24208
-8095 -13542
-9081 -8588
14852 2886
12075 13464
6693 9384
31994 19344
20621 26308
-21888 -634
657 -10616
-4859 -2101
-657 -2758
30731 15037
-26790 1971
355 -13218
-28441 -14043
-1356 -14899
32437 15541
29236 30837
-4552 12342
13952 4700
14535 14244
13054 13795
-14162 -554
3843 -5160
8958 6401
-20926 -5984
11097 -4915
24491 17794
-25656 -583
5255 -10201
15799 10527
-19085 -1643
714 -9186
20248 10481
29946 25097
-12161 8893
32613 10226
-25847 3383
19928 -2960
-30108 -5090
2517 -13796
29271 15894
-27108 1082
5359 -10875
-8557 -1599
576 -3991
26732 13654
18936 22834
29265 24101
15899 22582
4053 9976
17843 10948
-4866 6489
411 -2228
-30737 -15163
31032 148
23720 27376
17523 20622
22172 19848
16404 19288
26326 21365
19425 22876
-28619 -4597
-32425 -30522
1815 -15305
29753 15784
14126 21940
-13216 455
-427 -6822
22330 10952
26005 24168
-20257 2874
24121 1932
-22088 1017
-10568 -16328
13799 1616
-12449 675
-12029 -12239
31092 9532
-25508 2792
11498 -7005
-11194 152
-30054 -20624
8399 -10828
-17328 -4465
-30684 -24006
-6316 -18500
25233 9459
-5608 9813
-8426 -7017
19275 5425
-13502 2887
1067 -6218
-6242 -2588
30574 12166
-5199 12688
24612 9707
-23160 726
23915 378
-27045 -1565
24056 -1495
12819 18438
-8622 2099
-32079 -20351
11849 -10115
-15679 -1915
-15216 -15448
-26651 -20934
27306 328
-12280 7513
-26690 -19485
-9256 -17973
3424 -2916
-29057 -12817
21485 -3786
31316 26401
20771 26044
-23562 -1396
16171 -3696
-7866 4153
19460 5797
7863 13662
-19566 -5852
-28003 -23785
22248 -2878
-21589 330
15886 -2852
-23765 -3940
-4848 -14307
2887 -981
10495 6691
10455 10475
-23153 -6349
25223 1035
30547 27885
-4423 13062
17549 6563
26323 21936
31103 28713
21188 26146
19736 20462
24001 21869
-12847 5577
-8149 -10498
23947 7899
9286 16617
31026 20156
-30294 366
6723 -11786
617 3670
16251 8434
-9733 3259
12513 1390
12334 12424
-26905 -7286
-28238 -27572
-17076 -22657
20786 1855
-3865 8461
-13610 -8738
1675 -5968
3433 2554
-3280 77
-10513 -6897
15007 2247
28334 21671
14622 21478
-25475 -5427
-12412 -18944
18348 2968
24336 21342
1483 12910
27751 14617
6711 17231
22703 14707
-14879 3912
25121 5121
-26802 -841
28314 756
14093 21204
26808 20451
23802 25305
9274 16538
12540 10907
-14718 -1089
-30253 -22486
-30069 -30161
17069 -6500
-21052 -1992
-17007 -19030
19203 1098
21999 20601
8363 15181
-15662 -3650
-7240 -11451
-31772 -19506
-27007 -29390
27246 120
-21489 2879
32764 5638
18732 25748
-32500 -6884
26074 -3213
2472 14273
-31052 -14290
-32746 -31899
20857 -5945
10469 15663
18666 14568
9070 13868
-26367 -8649
13779 -6294
6568 10174
12671 9620
8556 10614
14176 11366
-17466 -1645
-13853 -15660
-14823 -14338
-13417 -14120
9585 -1916
-31106 -10761
8132 -11487
-4602 1765
32697 14048
-23331 4683
5966 -8683
19224 12595
4910 12067
-28018 -11554
8575 -9722
3847 6211
32731 18289
-2140 15296
9150 3505
4554 6852
-369 2093
7075 3353
32689 19882
16618 24654
-14848 885
28548 6850
29461 29005
-8576 10443
26289 8857
-23663 1313
-15961 -19812
6433 -4764
-31834 -12701
30757 -539
-13002 8878
-2137 -7570
-31607 -16872
21781 -4913
-14696 3543
-32568 -23632
20920 -5824
11619 16270
14346 12983
-26683 -6169
-9029 -17856
-9430 -9230
-23784 -16607
32655 4436
-21022 5817
-15181 -18102
-8204 -11693
13565 2681
-9877 1844
-32228 -21053
-12902 -22565
11166 -868
9640 10403
6489 8065
-17155 -5333
12641 -2257
22987 17814
-4771 9108
16861 6045
-1496 7683
-7399 -4448
-2151 -4775
-31086 -16619
10746 -10170
-29874 -9564
31319 723
12107 21713
29562 20835
5696 17629
-18933 -6619
-13503 -16218
15064 781
4691 9878
2075 3383
-13765 -5845
18267 2251
22764 20516
24868 23816
26024 25446
21490 23757
-20364 563
-7120 -13742
-15156 -11138
18193 1519
-25995 -3901
4106 -10945
-27006 -11450
-22463 -24735
17229 -2617
9701 13465
-28629 -9464
15810 -6410
27302 21556
12703 20003
-24956 -6127
-4351 -14654
-4279 -4315
-19064 -11672
1981 -8542
28713 15347
-27161 776
17457 -4852
20568 19013
-1774 9397
-26998 -14386
11607 -7696
5534 8571
-16249 -5358
-18376 -17313
1911 -8233
8949 5430
-14729 -2890
25139 5205
2662 13901
-19220 -8279
-31992 -25606
-23296 -27644
25873 1289
-4368 10753
-1505 -2937
-22245 -11875
-23983 -23114
-6791 -15387
-6645 -6718
-11302 -8974
-17377 -14340
-27543 -22460
-1001 -14272
-18081 -9541
-29082 -23582
-11489 -20286
25322 6917
-17859 3732
