8510 1064
8031 2068
-28315 -1472
-15783 -3445
16350 -1401
9759 -181
10113 1083
10824 2436
32140 5390
6409 5187
-27373 5305
-1637 7073
1100 5167
-18286 1661
24986 3520
26260 5450
8019 2435
-11353 215
-17786 1413
-29692 -2094
-2404 -2532
22345 2547
4120 -61
-16597 -5419
-29732 -10137
-2696 -9055
6636 -6003
-29433 -5970
5422 -4992
28040 -4280
-25278 -7955
-22668 -8714
15305 -3084
-7226 -3650
-9005 -5605
5941 -1184
16710 227
-13649 -4984
24800 1276
3496 4547
-13948 890
-21389 -881
-28665 -3338
1388 -3907
-15082 -7881
-18346 -8468
16482 -9508
-21030 -12574
26703 -7492
-28692 -8405
-6051 -5579
30910 -1888
-28251 -3534
-18591 -3565
9644 -4420
-28558 -5361
-26331 -11990
-10855 -9760
-30969 -12875
-16607 -18815
-24991 -18407
6384 -15285
19258 -14084
24131 -7498
15123 -2316
4993 -335
-25238 382
-28009 -1044
29108 5719
29633 8625
-134 6201
-4810 2583
12634 2272
29365 5319
-12947 6855
8289 11392
28094 11266
6654 8393
17914 10649
-17253 9094
-17639 5310
22874 4498
20159 8637
10572 8922
-24384 2362
-871 1422
-32158 -4838
25356 489
-13844 963
20446 660
14018 -108
5922 -689
31865 6342
-32703 2363
-29503 2695
-6913 -1339
9786 1615
4710 -352
-14630 -3933
-3219 -5076
-23070 -11943
-21950 -10599
-12966 -8532
38 -7663
-9548 -10079
5940 -9926
11066 -6714
25309 -3148
-7412 -1190
20691 4140
-9043 4630
-6363 3830
26219 8301
26327 10849
19376 11888
-15468 6791
26777 11065
14456 10285
4356 11960
-13806 11030
17594 9952
-29274 3001
30365 4375
22340 9101
25730 8970
11667 8622
4553 8646
12567 11943
16566 11814
13855 17205
-27575 9963
-28846 3565
-28938 -3269
-5632 -5431
19381 -3578
30161 -1379
-12451 -5006
-1616 -6940
17082 -1357
8930 3365
-26542 3664
-13266 2710
-7329 -629
2583 -4076
-9752 -3739
-24606 -6613
27792 -5274
-26994 -9764
14134 -4680
8745 -1928
-11344 -2430
-18743 -5096
-21685 -6588
-25351 -6681
8165 -9134
7628 -4806
-17703 -8786
21038 -7249
31270 -1923
4631 999
24192 6734
-4346 9359
-729 8248
15192 9193
-13336 9739
-5321 6444
-19677 76
-30890 -4364
-16511 -9452
414 -8857
23924 -5776
-24796 -10774
30907 -5244
-27925 -8069
16755 -3515
-12478 -1214
27741 4318
-15370 2345
18624 1682
3974 5279
-3311 1001
6705 5330
-26685 -100
-17181 -688
-21405 -6831
23606 -1959
-24880 -7397
-9706 -9107
-10880 -10053
17048 -8760
-27475 -8859
21521 -4021
-17927 -3587
-1578 -6735
-24734 -6716
-3174 -5900
-17809 -6766
-23770 -11868
15189 -6535
-13988 -10974
-1334 -8900
14991 -6829
3265 -3329
-19581 -5380
4663 -2571
14319 2191
6757 1137
-3289 2474
28627 6219
-24973 1224
-6023 63
-7409 1584
14983 2874
27569 4530
-12098 2173
8747 3678
3116 489
12156 5130
-5814 5156
-22262 3300
-14939 -441
-871 -3996
-21614 -5185
-23789 -9252
15677 -7682
651 -9120
-23964 -11389
-6055 -9363
-21015 -10123
31994 -6014
29407 363
6706 4175
26669 5549
-21952 2724
19481 8154
92 8923
-31512 7611
-27509 173
-17328 -5669
-11767 -7978
22333 -8520
-29552 -9470
-16923 -14021
-20771 -16629
14898 -10827
26762 -4044
28211 1649
29430 6799
29715 7721
