-7633 -477
8725 68
-16965 -992
18455 161
7710 643
-10768 -30
30358 1868
20265 3134
11486 3852
8048 4355
-30516 2448
-10927 1765
-21814 402
719 446
-1273 367
-6972 -69
9139 979
31161 2382
7290 3898
13255 3573
10753 3763
-7949 3939
15556 3014
-19988 498
-12769 -1018
-31550 -3493
-31701 -3567
-28688 -4677
28733 -1518
22294 -169
-32608 -2128
-23837 -3182
-2151 -3887
29488 -3992
-502 -4479
-6023 -5684
32372 -4333
8114 -3329
-2828 -4478
-26057 -4857
-11432 -4774
-25482 -4394
27138 -717
-22770 -347
2286 -2000
-12011 -4144
26580 -445
-27434 -670
-31326 -2493
32582 -2300
-3136 -2464
-5229 -2415
-27578 -6161
-8449 -7197
-29486 -8863
-6224 -7623
14928 -5976
-30846 -6311
-18324 -9152
6880 -7299
9416 -6854
-838 -6155
18105 -6685
-18334 -6116
4445 -3881
22381 -4518
-18950 -5506
15049 -4239
8572 -1980
1285 -1371
-16999 -591
-23962 -1700
9426 -2043
1652 -12
-32105 -874
-18701 -2472
21053 -1745
5199 -1368
-22867 -3929
-27604 -4508
-2712 -4955
-11992 -7104
22722 -4499
-18703 -6609
29498 -5301
-594 -5418
3188 -4156
9099 -2090
13227 -1853
4053 -1702
-22709 -1115
23497 1522
-15783 -780
13382 -269
-8707 616
-28584 555
6867 1154
-9516 1309
-6189 -498
-25163 -902
23866 -1254
-31886 -3210
4352 -3137
31568 -1733
29261 -731
-31061 -2925
12156 -746
-13312 -3047
28266 -294
-2045 -1258
1830 -599
10699 1856
4159 1687
7624 2758
-30991 1208
-18556 1621
-25009 -1434
-8113 52
2291 -77
32236 -35
6810 -1439
14610 1416
-28728 -1139
-15292 -1263
-20696 -4323
-23212 -5646
-31230 -7712
-28635 -10171
28310 -8661
2351 -8991
-2837 -7231
-22038 -7449
17323 -4803
25427 -2707
-4581 -3136
-11560 -5874
-30795 -8224
-3688 -9368
12433 -6795
14180 -4953
-10219 -4298
-25460 -4439
-32632 -4526
22997 -1299
-4269 -3336
-7124 -3928
-26636 -5415
30053 -2159
1473 -3150
31443 -2774
-24478 -4018
-292 -3313
-11807 -2127
-27673 -3626
-18688 -5571
20310 -5188
-17573 -5647
23578 -2582
13433 297
-21599 -2491
